0,0.0069778519,0.0643347337,0.0190625183,0
1,0.0068132491,0.0643729159,0.0192650432,0
2,0.0067338591,0.064412832,0.0194097156,0
3,0.0055790018,0.0643005032,0.0190447151,0
4,0.0062823811,0.0642699396,0.0196098447,0
5,0.0070382793,0.0641075846,0.019720889,0
6,0.0067448361,0.0642639128,0.0197909884,0
7,0.0073160687,0.0642769511,0.0196996308,0
8,0.0074192397,0.0643161677,0.0198004834,0
9,0.0075334425,0.0642555106,0.0195338108,0
10,0.0073754473,0.0641733803,0.019573101,0
11,0.0071506264,0.0641606187,0.0195586191,0
12,0.0061288771,0.0641478543,0.0199760468,0
13,0.0058346297,0.063996106,0.040013828,0
14,0.0059591389,0.0639418203,0.040499041,0
15,0.005562992,0.0637811112,0.0405295576,0
16,0.0062909961,0.063614703,0.0403903616,0
17,0.0039167557,0.0635362356,0.0404388166,0
18,0.0062378291,0.0632709905,0.0403191254,0
19,0.0062919034,0.0632538633,0.0403287929,0
20,0.0060461331,0.0632492501,0.0400381919,0
21,0.0064499915,0.0629532156,0.0403315848,0
33,0.0063395063,0.0629412055,0.0404433344,0
23,0.0039000628,0.0628765248,0.0401931361,0
24,0.0040599962,0.0624829661,0.0409108424,0
25,0.0006351972,0.0621397527,0.0412695335,0
26,0.0007354401,0.0620332078,0.0413847104,0
27,0.0008494835,0.0616969117,0.0415117664,0
28,0.0000830611,0.0616890653,0.0418332992,0
29,-0.0000066753,0.0617720726,0.041676415,0
30,0.0005599548,0.0619586441,0.0419377661,0
31,0.0006903527,0.0615990569,0.0419137147,0
32,0.0006608806,0.0613207706,0.0333058164,0
33,0.0008052958,0.061124008,0.0331549334,0
34,0.0003115647,0.0607828433,0.0330493049,0
35,0.000633746,0.0606265231,0.0338828951,0
36,0.0006624696,0.0606431161,0.0336501179,0
37,-0.000063108,0.0601387384,0.0338099884,0
38,0.0005694116,0.0605056914,0.0331281894,0
39,0.0006295201,0.0600937099,0.033433035,0
40,-0.0003819726,0.0397859727,0.0336051194,0
41,-0.0006072723,0.0393166933,0.0339753539,0
42,-0.0013503866,0.0384242323,0.0433307142,0
43,-0.0004350385,0.037997806,0.043704879,0
44,-0.0013291813,0.0380165568,0.0441885495,0
04,-0.0012428423,0.0384431327,0.0437809939,0
46,-0.0015268661,0.0384842386,0.0436573092,0
47,-0.0006692633,0.0391926787,0.0433691593,0
48,-0.0013398008,0.0388725049,0.0438061311,0
49,-0.0018508697,0.0389864254,0.0438598153,0
50,-0.0016658495,0.0392660115,0.0440952704,0
51,-0.0009433441,0.0600134237,0.0437205867,0
52,-0.0040937704,0.0601069203,0.0439290359,0
53,-0.0048530475,0.03980394,0.0442092043,0
54,-0.0014383257,0.0603669277,0.0441311761,0
55,-0.0003915931,0.0605082362,0.0446943682,0
56,-0.0000923975,0.0606316565,0.0443549015,0
57,-0.0007441582,0.0603636658,0.0444900533,0
58,-0.0003990833,0.0605377631,0.0441900825,0
59,-0.0013138856,0.0606588618,0.0449352139,0
60,-0.0017064704,0.060852423,0.0448253314,0
61,-0.0010143786,0.0610983069,0.0041266472,0
62,-0.001304717,0.0613374603,0.0043304137,0
63,-0.0016754365,0.0610687148,0.004378057,0
64,-0.0014265671,0.06103574,0.0045507552,0
65,-0.0015403085,0.0609852166,0.0048643377,0
